Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
A0A3L6PRD0	unreviewed	A0A3L6PRD0_PANMI	4-coumarate--CoA ligase (EC 6.2.1.12)	C2845_PM14G19810	Panicum miliaceum (Proso millet) (Broomcorn millet)	2412
A0A3L6Q0S0	unreviewed	A0A3L6Q0S0_PANMI	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	C2845_PM17G01650	Panicum miliaceum (Proso millet) (Broomcorn millet)	664
A0A3L6QZ59	unreviewed	A0A3L6QZ59_PANMI	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	C2845_PM08G22120	Panicum miliaceum (Proso millet) (Broomcorn millet)	809
A0A3L6SIH4	unreviewed	A0A3L6SIH4_PANMI	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	C2845_PM07G18960	Panicum miliaceum (Proso millet) (Broomcorn millet)	658
A0A3L6SSK0	unreviewed	A0A3L6SSK0_PANMI	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	C2845_PM07G17910	Panicum miliaceum (Proso millet) (Broomcorn millet)	686
A0A453C6Q4	unreviewed	A0A453C6Q4_AEGTS	4-coumarate--CoA ligase (EC 6.2.1.12)		Aegilops tauschii subsp. strangulata (Goatgrass)	2409
A0A453C6W4	unreviewed	A0A453C6W4_AEGTS	4-coumarate--CoA ligase (EC 6.2.1.12)		Aegilops tauschii subsp. strangulata (Goatgrass)	2386
A0A453F5R5	unreviewed	A0A453F5R5_AEGTS	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)		Aegilops tauschii subsp. strangulata (Goatgrass)	655
A0A453HQS4	unreviewed	A0A453HQS4_AEGTS	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)		Aegilops tauschii subsp. strangulata (Goatgrass)	540
A0A453QRG2	unreviewed	A0A453QRG2_AEGTS	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)		Aegilops tauschii subsp. strangulata (Goatgrass)	679
A0A4U6TP18	unreviewed	A0A4U6TP18_SETVI	4-coumarate--CoA ligase (EC 6.2.1.12)	SEVIR_7G053000v2	Setaria viridis (Green bristlegrass) (Setaria italica subsp. viridis)	641
A0A4U6ULK4	unreviewed	A0A4U6ULK4_SETVI	4-coumarate--CoA ligase (EC 6.2.1.12)	SEVIR_6G237600v2	Setaria viridis (Green bristlegrass) (Setaria italica subsp. viridis)	2368
A0A4U6UN05	unreviewed	A0A4U6UN05_SETVI	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	SEVIR_5G256500v2	Setaria viridis (Green bristlegrass) (Setaria italica subsp. viridis)	677
A0A4U6V3U7	unreviewed	A0A4U6V3U7_SETVI	4-coumarate--CoA ligase (EC 6.2.1.12)	SEVIR_3G011600v2	Setaria viridis (Green bristlegrass) (Setaria italica subsp. viridis)	528
A0A5J9TTY4	unreviewed	A0A5J9TTY4_9POAL	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	EJB05_38150	Eragrostis curvula (weeping love grass)	749
A0A5J9TWP6	unreviewed	A0A5J9TWP6_9POAL	4-coumarate--CoA ligase (EC 6.2.1.12)	EJB05_39137	Eragrostis curvula (weeping love grass)	2428
A0A5J9U2R8	unreviewed	A0A5J9U2R8_9POAL	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	EJB05_34096	Eragrostis curvula (weeping love grass)	670
A0A5J9U2X3	unreviewed	A0A5J9U2X3_9POAL	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	EJB05_34110	Eragrostis curvula (weeping love grass)	687
A0A5J9VIZ7	unreviewed	A0A5J9VIZ7_9POAL	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	EJB05_17631	Eragrostis curvula (weeping love grass)	693
A0A5J9WQ11	unreviewed	A0A5J9WQ11_9POAL	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	EJB05_02233	Eragrostis curvula (weeping love grass)	805
A0A5J9WSH2	unreviewed	A0A5J9WSH2_9POAL	4-coumarate--CoA ligase (EC 6.2.1.12)	EJB05_02484	Eragrostis curvula (weeping love grass)	1196
A0A6G1BRX5	unreviewed	A0A6G1BRX5_9ORYZ	4-coumarate--CoA ligase (EC 6.2.1.12)	E2562_002868	Oryza meyeriana var. granulata	2377
A0A6G1BUD7	unreviewed	A0A6G1BUD7_9ORYZ	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	E2562_011336	Oryza meyeriana var. granulata	705
A0A6P5EGE6	unreviewed	A0A6P5EGE6_ANACO	4-coumarate--CoA ligase (EC 6.2.1.12)	LOC109705981	Ananas comosus (Pineapple) (Ananas ananas)	2322
A0A6P5GW44	unreviewed	A0A6P5GW44_ANACO	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	LOC109726721	Ananas comosus (Pineapple) (Ananas ananas)	757
A0A6P5H2I7	unreviewed	A0A6P5H2I7_ANACO	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	LOC109726721	Ananas comosus (Pineapple) (Ananas ananas)	761
A0A6V7QWC8	unreviewed	A0A6V7QWC8_ANACO	4-coumarate--CoA ligase (EC 6.2.1.12)	CB5_LOCUS30704	Ananas comosus var. bracteatus	2249
A0A804MEQ8	unreviewed	A0A804MEQ8_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)		Zea mays (Maize)	2412
A0A804NFX1	unreviewed	A0A804NFX1_MAIZE	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	103632349	Zea mays (Maize)	647
A0A804NFX3	unreviewed	A0A804NFX3_MAIZE	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	103632349	Zea mays (Maize)	600
A0A804NYX3	unreviewed	A0A804NYX3_MAIZE	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	100281546	Zea mays (Maize)	513
A0A804R1G5	unreviewed	A0A804R1G5_MAIZE	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	100281457	Zea mays (Maize)	596
A0A804RDU6	unreviewed	A0A804RDU6_MAIZE	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)		Zea mays (Maize)	683
A0A804RIS7	unreviewed	A0A804RIS7_MAIZE	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	100279270	Zea mays (Maize)	666
A0A811NZ90	unreviewed	A0A811NZ90_9POAL	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	NCGR_LOCUS24950	Miscanthus lutarioriparius	570
A0A811QDP3	unreviewed	A0A811QDP3_9POAL	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	NCGR_LOCUS38463	Miscanthus lutarioriparius	697
A0A811QFG6	unreviewed	A0A811QFG6_9POAL	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	NCGR_LOCUS38435	Miscanthus lutarioriparius	697
A0A811QIY6	unreviewed	A0A811QIY6_9POAL	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	NCGR_LOCUS41812	Miscanthus lutarioriparius	708
A0A811QW44	unreviewed	A0A811QW44_9POAL	4-coumarate--CoA ligase (EC 6.2.1.12)	NCGR_LOCUS43982	Miscanthus lutarioriparius	2399
A0A811QYP1	unreviewed	A0A811QYP1_9POAL	4-coumarate--CoA ligase (EC 6.2.1.12)	NCGR_LOCUS46695	Miscanthus lutarioriparius	2202
A0A811RG00	unreviewed	A0A811RG00_9POAL	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	NCGR_LOCUS52199	Miscanthus lutarioriparius	1065
A0A811RG52	unreviewed	A0A811RG52_9POAL	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	NCGR_LOCUS52297	Miscanthus lutarioriparius	974
A0A811RKY9	unreviewed	A0A811RKY9_9POAL	4-coumarate--CoA ligase (EC 6.2.1.12)	NCGR_LOCUS53732	Miscanthus lutarioriparius	1089
A0A811RLB5	unreviewed	A0A811RLB5_9POAL	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	NCGR_LOCUS54096	Miscanthus lutarioriparius	895
A0A811SPE4	unreviewed	A0A811SPE4_9POAL	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	NCGR_LOCUS66530	Miscanthus lutarioriparius	1028
A0A835C335	unreviewed	A0A835C335_9POAL	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	HU200_030350	Digitaria exilis	695
A0A835E0Y6	unreviewed	A0A835E0Y6_9POAL	4-coumarate--CoA ligase (EC 6.2.1.12)	HU200_062011	Digitaria exilis	2412
A0A835E438	unreviewed	A0A835E438_9POAL	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	HU200_054404	Digitaria exilis	695
A0A835FIM9	unreviewed	A0A835FIM9_9POAL	4-coumarate--CoA ligase (EC 6.2.1.12)	HU200_010681	Digitaria exilis	2481
A0A835FRJ8	unreviewed	A0A835FRJ8_9POAL	Endoglucanase (EC 3.2.1.4)	HU200_006762	Digitaria exilis	1397
A0A8I6X4Z3	unreviewed	A0A8I6X4Z3_HORVV	4-coumarate--CoA ligase (EC 6.2.1.12)		Hordeum vulgare subsp. vulgare (Domesticated barley)	2409
A0A8J5W7S0	unreviewed	A0A8J5W7S0_ZIZPA	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	GUJ93_ZPchr0010g9533	Zizania palustris (Northern wild rice)	756
A0A8J5WET9	unreviewed	A0A8J5WET9_ZIZPA	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	GUJ93_ZPchr0011g27055	Zizania palustris (Northern wild rice)	855
A0A8J8YLS0	unreviewed	A0A8J8YLS0_MAIZE	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	LACS7 Zm00014a_005519	Zea mays (Maize)	691
A0A8J8YP41	unreviewed	A0A8J8YP41_MAIZE	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	ACS_1 Zm00014a_044706	Zea mays (Maize)	706
A0A8T0PNM3	unreviewed	A0A8T0PNM3_PANVG	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PVAP13_8KG240800	Panicum virgatum (Blackwell switchgrass)	700
A0A8T0PWI7	unreviewed	A0A8T0PWI7_PANVG	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	PVAP13_7NG123900	Panicum virgatum (Blackwell switchgrass)	792
A0A8T0R591	unreviewed	A0A8T0R591_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_6NG339066	Panicum virgatum (Blackwell switchgrass)	2412
A0A8T0RHI2	unreviewed	A0A8T0RHI2_PANVG	4-coumarate--CoA ligase (EC 6.2.1.12)	PVAP13_6KG391600	Panicum virgatum (Blackwell switchgrass)	2413
A0A8T0WY38	unreviewed	A0A8T0WY38_PANVG	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	PVAP13_1NG277300	Panicum virgatum (Blackwell switchgrass)	771
A0A921QSA9	unreviewed	A0A921QSA9_SORBI	4-coumarate--CoA ligase (EC 6.2.1.12)	BDA96_06G129600	Sorghum bicolor (Sorghum) (Sorghum vulgare)	2410
A0A921R4H7	unreviewed	A0A921R4H7_SORBI	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	BDA96_04G172900	Sorghum bicolor (Sorghum) (Sorghum vulgare)	707
A1C0L8	unreviewed	A1C0L8_HORVV	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	putative acyl-CoA synthetase	Hordeum vulgare subsp. vulgare (Domesticated barley)	650
A2XZ41	unreviewed	A2XZ41_ORYSI	4-coumarate--CoA ligase (EC 6.2.1.12)	OsI_17978	Oryza sativa subsp. indica (Rice)	518
B6SS27	unreviewed	B6SS27_MAIZE	4-coumarate--CoA ligase (EC 6.2.1.12)	100281089 ZEAMMB73_Zm00001d047663	Zea mays (Maize)	582
B6SVK5	unreviewed	B6SVK5_MAIZE	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	100281457	Zea mays (Maize)	649
B6SWC4	unreviewed	B6SWC4_MAIZE	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)		Zea mays (Maize)	691
B6SWE6	unreviewed	B6SWE6_MAIZE	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	100281546 ZEAMMB73_Zm00001d052485	Zea mays (Maize)	696
B6SYY5	unreviewed	B6SYY5_MAIZE	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	100281785 ZEAMMB73_Zm00001d053127	Zea mays (Maize)	664
B7ZX64	unreviewed	B7ZX64_MAIZE	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	100279270 ZEAMMB73_Zm00001d024723	Zea mays (Maize)	670
B8AIR3	unreviewed	B8AIR3_ORYSI	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	OsI_07465	Oryza sativa subsp. indica (Rice)	705
B8AVE6	unreviewed	B8AVE6_ORYSI	4-coumarate--CoA ligase (EC 6.2.1.12)	OsI_16281	Oryza sativa subsp. indica (Rice)	2414
B8BM10	unreviewed	B8BM10_ORYSI	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	OsI_37444	Oryza sativa subsp. indica (Rice)	678
B9FF02	unreviewed	B9FF02_ORYSJ	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	OsJ_14684	Oryza sativa subsp. japonica (Rice)	697
B9GBV0	unreviewed	B9GBV0_ORYSJ	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	Os12g0143900 OsJ_35198	Oryza sativa subsp. japonica (Rice)	707
C0PGQ9	unreviewed	C0PGQ9_MAIZE	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	100383523 ZEAMMB73_Zm00001d043851	Zea mays (Maize)	664
C5XFA1	unreviewed	C5XFA1_SORBI	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	SORBI_3003G242000	Sorghum bicolor (Sorghum) (Sorghum vulgare)	655
C5XGR8	unreviewed	C5XGR8_SORBI	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	SORBI_3003G258200	Sorghum bicolor (Sorghum) (Sorghum vulgare)	662
C5XTB7	unreviewed	C5XTB7_SORBI	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	SORBI_3004G161900	Sorghum bicolor (Sorghum) (Sorghum vulgare)	707
C5YQ78	unreviewed	C5YQ78_SORBI	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	SORBI_3008G010800	Sorghum bicolor (Sorghum) (Sorghum vulgare)	682
C5Z4E9	unreviewed	C5Z4E9_SORBI	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	SORBI_3010G045400	Sorghum bicolor (Sorghum) (Sorghum vulgare)	649
C7J1Q0	unreviewed	C7J1Q0_ORYSJ	4-coumarate--CoA ligase (EC 6.2.1.12)	Os04g0473900	Oryza sativa subsp. japonica (Rice)	2470
G2XLL5	unreviewed	G2XLL5_ORYGL	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	Ogl12g0089G06_8	Oryza glaberrima (African rice)	678
G2XMI8	unreviewed	G2XMI8_ORYBR	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	Ob12g003D11_21	Oryza brachyantha (malo sina)	588
I1H0V3	unreviewed	I1H0V3_BRADI	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	100830299 BRADI_1g48780v3	Brachypodium distachyon (Purple false brome) (Trachynia distachya)	650
I1HMR2	unreviewed	I1HMR2_BRADI	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	100841530 BRADI_2g38490v3	Brachypodium distachyon (Purple false brome) (Trachynia distachya)	670
I1HQ02	unreviewed	I1HQ02_BRADI	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	100838694 BRADI_2g45460v3	Brachypodium distachyon (Purple false brome) (Trachynia distachya)	657
I1IL25	unreviewed	I1IL25_BRADI	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	100837824 BRADI_4g16280v3	Brachypodium distachyon (Purple false brome) (Trachynia distachya)	662
I1IL27	unreviewed	I1IL27_BRADI	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	100837824 BRADI_4g16280v3	Brachypodium distachyon (Purple false brome) (Trachynia distachya)	618
I1INV0	unreviewed	I1INV0_BRADI	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	100843603 BRADI_4g26610v3	Brachypodium distachyon (Purple false brome) (Trachynia distachya)	697
I1IV26	unreviewed	I1IV26_BRADI	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	100830679 BRADI_4g44540v3	Brachypodium distachyon (Purple false brome) (Trachynia distachya)	672
I1IYS8	unreviewed	I1IYS8_BRADI	4-coumarate--CoA ligase (EC 6.2.1.12)	BRADI_5g13250v3	Brachypodium distachyon (Purple false brome) (Trachynia distachya)	2416
I1J3J6	unreviewed	I1J3J6_BRADI	4-coumarate--CoA ligase (EC 6.2.1.12)	100822696 BRADI_5g26740v3	Brachypodium distachyon (Purple false brome) (Trachynia distachya)	543
I1P0V5	unreviewed	I1P0V5_ORYGL	Acetyl-coenzyme A synthetase (EC 6.2.1.1)		Oryza glaberrima (African rice)	705
I1PM67	unreviewed	I1PM67_ORYGL	4-coumarate--CoA ligase (EC 6.2.1.12)		Oryza glaberrima (African rice)	2391
I1PR23	unreviewed	I1PR23_ORYGL	4-coumarate--CoA ligase (EC 6.2.1.12)		Oryza glaberrima (African rice)	518
I1R3Z9	unreviewed	I1R3Z9_ORYGL	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)		Oryza glaberrima (African rice)	707
J3L2H3	unreviewed	J3L2H3_ORYBR	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	102713955	Oryza brachyantha (malo sina)	607
J3L2X4	unreviewed	J3L2X4_ORYBR	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	102709410	Oryza brachyantha (malo sina)	664
J3LYU5	unreviewed	J3LYU5_ORYBR	4-coumarate--CoA ligase (EC 6.2.1.12)		Oryza brachyantha (malo sina)	2450
J3M3P5	unreviewed	J3M3P5_ORYBR	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)		Oryza brachyantha (malo sina)	673
J3MBG3	unreviewed	J3MBG3_ORYBR	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	102710129	Oryza brachyantha (malo sina)	650
J3N5Z6	unreviewed	J3N5Z6_ORYBR	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	102704190	Oryza brachyantha (malo sina)	702
J3N922	unreviewed	J3N922_ORYBR	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	102719908	Oryza brachyantha (malo sina)	661
J3NBC3	unreviewed	J3NBC3_ORYBR	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	102722820	Oryza brachyantha (malo sina)	704
K3XFC1	unreviewed	K3XFC1_SETIT	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	101784059 SETIT_5G272000v2	Setaria italica (Foxtail millet) (Panicum italicum)	662
K3XFD3	unreviewed	K3XFD3_SETIT	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	101773679 SETIT_5G248800v2	Setaria italica (Foxtail millet) (Panicum italicum)	655
K3XFK3	unreviewed	K3XFK3_SETIT	4-coumarate--CoA ligase (EC 6.2.1.12)	101773389 SETIT_5G326700v2	Setaria italica (Foxtail millet) (Panicum italicum)	628
K3XVS5	unreviewed	K3XVS5_SETIT	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	101765538 SETIT_4G067400v2	Setaria italica (Foxtail millet) (Panicum italicum)	649
K3Y5N6	unreviewed	K3Y5N6_SETIT	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	101772503 SETIT_7G322100v2	Setaria italica (Foxtail millet) (Panicum italicum)	693
K3Y5U5	unreviewed	K3Y5U5_SETIT	4-coumarate--CoA ligase (EC 6.2.1.12)		Setaria italica (Foxtail millet) (Panicum italicum)	641
K3YMP9	unreviewed	K3YMP9_SETIT	4-coumarate--CoA ligase (EC 6.2.1.12)		Setaria italica (Foxtail millet) (Panicum italicum)	2384
K3YQ79	unreviewed	K3YQ79_SETIT	Acetyl-coenzyme A synthetase (EC 6.2.1.1)		Setaria italica (Foxtail millet) (Panicum italicum)	753
K3Z4D0	unreviewed	K3Z4D0_SETIT	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	101758749 SETIT_3G051400v2	Setaria italica (Foxtail millet) (Panicum italicum)	670
K3Z5B8	unreviewed	K3Z5B8_SETIT	4-coumarate--CoA ligase (EC 6.2.1.12)	101782502 SETIT_3G010200v2	Setaria italica (Foxtail millet) (Panicum italicum)	528
K3ZHI6	unreviewed	K3ZHI6_SETIT	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	101771306 SETIT_8G028000v2	Setaria italica (Foxtail millet) (Panicum italicum)	703
K3ZHN6	unreviewed	K3ZHN6_SETIT	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	101763750 SETIT_8G153500v2	Setaria italica (Foxtail millet) (Panicum italicum)	661
M0XN74	unreviewed	M0XN74_HORVV	Acetyl-coenzyme A synthetase (EC 6.2.1.1)		Hordeum vulgare subsp. vulgare (Domesticated barley)	705
O24145	reviewed	4CL1_TOBAC	4-coumarate--CoA ligase 1 (4CL 1) (EC 6.2.1.12) (4-coumaroyl-CoA synthase 1)	4CL1	Nicotiana tabacum (Common tobacco)	547
O24540	reviewed	4CL_VANPL	4-coumarate--CoA ligase (4CL) (EC 6.2.1.12) (4-coumaroyl-CoA synthase)	4CL	Vanilla planifolia (Vanilla)	553
P14912	reviewed	4CL1_PETCR	4-coumarate--CoA ligase 1 (4CL 1) (EC 6.2.1.12) (4-coumaroyl-CoA synthase 1)	4CL1 4CL-1	Petroselinum crispum (Parsley) (Petroselinum hortense)	544
P14913	reviewed	4CL2_PETCR	4-coumarate--CoA ligase 2 (4CL 2) (EC 6.2.1.12) (4-coumaroyl-CoA synthase 2)	4CL2 4CL-2	Petroselinum crispum (Parsley) (Petroselinum hortense)	544
P31684	reviewed	4CL1_SOLTU	4-coumarate--CoA ligase 1 (4CL 1) (EC 6.2.1.12) (4-coumaroyl-CoA synthase 1)	4CL1 4CL-1	Solanum tuberosum (Potato)	545
P31685	reviewed	4CL2_SOLTU	4-coumarate--CoA ligase 2 (4CL 2) (EC 6.2.1.12) (4-coumaroyl-CoA synthase 2)	4CL2 4CL-2	Solanum tuberosum (Potato)	545
P31686	reviewed	4CL1_SOYBN	4-coumarate--CoA ligase 1 (4CL 1) (EC 6.2.1.12) (4-coumaroyl-CoA synthase 1) (Clone 4CL14)		Glycine max (Soybean) (Glycine hispida)	293
P31687	reviewed	4CL2_SOYBN	4-coumarate--CoA ligase 2 (4CL 2) (EC 6.2.1.12) (4-coumaroyl-CoA synthase 2) (Clone 4CL16)		Glycine max (Soybean) (Glycine hispida)	562
P41636	reviewed	4CL_PINTA	4-coumarate--CoA ligase (4CL) (EC 6.2.1.12) (4-coumaroyl-CoA synthase)	4CL	Pinus taeda (Loblolly pine)	537
Q01KB0	unreviewed	Q01KB0_ORYSA	4-coumarate--CoA ligase (EC 6.2.1.12)	OSIGBa0135C13.1	Oryza sativa (Rice)	2391
Q01L46	unreviewed	Q01L46_ORYSA	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	H0502B11.5	Oryza sativa (Rice)	747
Q0DV32	reviewed	4CLL1_ORYSJ	4-coumarate--CoA ligase-like 1 (EC 6.2.1.12)	4CLL1 Os03g0152400 LOC_Os03g05780	Oryza sativa subsp. japonica (Rice)	552
Q0JKR1	unreviewed	Q0JKR1_ORYSJ	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	Os01g0655800 OSNPB_010655800	Oryza sativa subsp. japonica (Rice)	680
Q10S72	reviewed	4CLL4_ORYSJ	4-coumarate--CoA ligase-like 4 (EC 6.2.1.12)	4CLL4 Os03g0132000 LOC_Os03g04000 OsJ_09299	Oryza sativa subsp. japonica (Rice)	552
Q259Q6	unreviewed	Q259Q6_ORYSA	4-coumarate--CoA ligase (EC 6.2.1.12)	H0306F12.7	Oryza sativa (Rice)	518
Q2QXT0	unreviewed	Q2QXT0_ORYSJ	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	LOC_Os12g04990	Oryza sativa subsp. japonica (Rice)	683
Q2QXT1	unreviewed	Q2QXT1_ORYSJ	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	LOC_Os12g04990 Os12g0143900 OSNPB_120143900	Oryza sativa subsp. japonica (Rice)	707
Q2QXT2	unreviewed	Q2QXT2_ORYSJ	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	LOC_Os12g04990	Oryza sativa subsp. japonica (Rice)	703
Q2R2L5	unreviewed	Q2R2L5_ORYSJ	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	LOC_Os11g35400 Os11g0558300 OSNPB_110558300	Oryza sativa subsp. japonica (Rice)	661
Q2RAL6	unreviewed	Q2RAL6_ORYSJ	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	LOC_Os11g04980 Os11g0147000 OSNPB_110147000	Oryza sativa subsp. japonica (Rice)	709
Q336M7	reviewed	4CLL2_ORYSJ	4-coumarate--CoA ligase-like 2 (EC 6.2.1.12)	4CLL2 Os10g0578950 LOC_Os10g42800 OsJ_031306 OSJNBa0056G17.30	Oryza sativa subsp. japonica (Rice)	583
Q3E6Y4	reviewed	4CLL3_ARATH	4-coumarate--CoA ligase-like 3 (EC 6.2.1.12)	4CLL3 At1g20490 F5M15.30	Arabidopsis thaliana (Mouse-ear cress)	552
Q54P77	reviewed	4CL1_DICDI	Probable 4-coumarate--CoA ligase 1 (4CL 1) (EC 6.2.1.12) (4-coumaroyl-CoA synthase 1)	4cl1 DDB_G0284831	Dictyostelium discoideum (Social amoeba)	551
Q54P78	reviewed	4CL2_DICDI	Probable 4-coumarate--CoA ligase 2 (4CL 2) (EC 6.2.1.12) (4-coumaroyl-CoA synthase 2)	4cl2 DDB_G0284745	Dictyostelium discoideum (Social amoeba)	551
Q54P79	reviewed	4CL3_DICDI	Probable 4-coumarate--CoA ligase 3 (4CL 3) (EC 6.2.1.12) (4-coumaroyl-CoA synthase 3)	4cl3 DDB_G0284743	Dictyostelium discoideum (Social amoeba)	551
Q5QLE5	unreviewed	Q5QLE5_ORYSJ	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	P0019E03.20-1	Oryza sativa subsp. japonica (Rice)	660
Q5SN76	unreviewed	Q5SN76_ORYSJ	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	OSJNBa0049H05.27	Oryza sativa subsp. japonica (Rice)	596
Q69RG7	reviewed	4CLL7_ORYSJ	4-coumarate--CoA ligase-like 7 (EC 6.2.1.12)	4CLL7 Os07g0280200 LOC_Os07g17970 P0474B11.33	Oryza sativa subsp. japonica (Rice)	558
Q6H798	unreviewed	Q6H798_ORYSJ	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	Os02g0525900 OSNPB_020525900	Oryza sativa subsp. japonica (Rice)	705
Q6H7A1	unreviewed	Q6H7A1_ORYSJ	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	Os02g0525900 OsJ_06966 P0415B12.41 P0458B05.3	Oryza sativa subsp. japonica (Rice)	705
Q6YYZ2	reviewed	4CLL3_ORYSJ	4-coumarate--CoA ligase-like 3 (EC 6.2.1.12)	4CLL3 Os08g0143300 LOC_Os08g04770 P0025F03.16 P0473D02.38	Oryza sativa subsp. japonica (Rice)	591
Q7F1X5	reviewed	4CLL5_ORYSJ	4-coumarate--CoA ligase-like 5 (EC 6.2.1.12)	4CLL5 Os01g0901500 LOC_Os01g67530 B1065G12.9	Oryza sativa subsp. japonica (Rice)	542
